"TQQQ210917C00012500",2021-03-08 22:30:51,"Sep.17.2021","TQQQ","C",12.5,78.2,0,62.7,66.55,1,12,2021-03-03 11:25:06,1.453127734375,TRUE
"TQQQ210917C00015000",2021-03-08 22:30:51,"Sep.17.2021","TQQQ","C",15,80.5,0,60.55,64.45,2,38,2021-03-02 10:06:17,1.46484642578125,TRUE
"TQQQ210917C00017500",2021-03-08 22:30:51,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.79248348754883,TRUE
"TQQQ210917C00010000",2021-03-08 22:46:29,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,66.35,69,21,36,2021-03-03 11:32:01,1.92773473632812,TRUE
"TQQQ210917C00012500",2021-03-08 22:46:29,"Sep.17.2021","TQQQ","C",12.5,78.2,0,62.7,66.55,1,12,2021-03-03 11:25:06,1.453127734375,TRUE
"TQQQ210917C00015000",2021-03-08 22:46:29,"Sep.17.2021","TQQQ","C",15,80.5,0,60.55,64.45,2,38,2021-03-02 10:06:17,1.46484642578125,TRUE
"TQQQ210917C00017500",2021-03-08 22:46:29,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.79248348754883,TRUE
"TQQQ210917C00010000",2021-03-08 23:02:03,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,66.35,69,21,36,2021-03-03 11:32:01,1.92773473632812,TRUE
"TQQQ210917C00012500",2021-03-08 23:02:03,"Sep.17.2021","TQQQ","C",12.5,78.2,0,62.7,66.55,1,12,2021-03-03 11:25:06,1.453127734375,TRUE
"TQQQ210917C00015000",2021-03-08 23:02:03,"Sep.17.2021","TQQQ","C",15,80.5,0,60.55,64.45,2,38,2021-03-02 10:06:17,1.46484642578125,TRUE
"TQQQ210917C00017500",2021-03-08 23:02:03,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.79248348754883,TRUE
"TQQQ210917C00010000",2021-03-08 23:17:35,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,66.35,69,21,36,2021-03-03 11:32:01,1.92773473632812,TRUE
"TQQQ210917C00012500",2021-03-08 23:17:35,"Sep.17.2021","TQQQ","C",12.5,78.2,0,62.7,66.55,1,12,2021-03-03 11:25:06,1.453127734375,TRUE
"TQQQ210917C00015000",2021-03-08 23:17:35,"Sep.17.2021","TQQQ","C",15,80.5,0,60.55,64.45,2,38,2021-03-02 10:06:17,1.46484642578125,TRUE
"TQQQ210917C00017500",2021-03-08 23:17:35,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.79248348754883,TRUE
"TQQQ210917C00010000",2021-03-08 23:33:08,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,66.35,69,21,36,2021-03-03 11:32:01,1.92773473632812,TRUE
"TQQQ210917C00012500",2021-03-08 23:33:08,"Sep.17.2021","TQQQ","C",12.5,78.2,0,62.7,66.55,1,12,2021-03-03 11:25:06,1.453127734375,TRUE
"TQQQ210917C00015000",2021-03-08 23:33:08,"Sep.17.2021","TQQQ","C",15,80.5,0,60.55,64.45,2,38,2021-03-02 10:06:17,1.46484642578125,TRUE
"TQQQ210917C00017500",2021-03-08 23:33:08,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.79248348754883,TRUE
"TQQQ210917C00010000",2021-03-08 23:48:37,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,66.35,69,21,36,2021-03-03 11:32:01,1.92773473632812,TRUE
"TQQQ210917C00012500",2021-03-08 23:48:37,"Sep.17.2021","TQQQ","C",12.5,78.2,0,62.7,66.55,1,12,2021-03-03 11:25:06,1.453127734375,TRUE
"TQQQ210917C00015000",2021-03-08 23:48:37,"Sep.17.2021","TQQQ","C",15,80.5,0,60.55,64.45,2,38,2021-03-02 10:06:17,1.46484642578125,TRUE
"TQQQ210917C00017500",2021-03-08 23:48:37,"Sep.17.2021","TQQQ","C",17.5,86.58,0,65.6,67.9,1,490,2021-02-03 09:59:52,2.79248348754883,TRUE
"TQQQ210917C00010000",2021-03-09 00:04:05,"Sep.17.2021","TQQQ","C",10,72.04,-7.510002,66.35,69,21,36,2021-03-03 11:32:01,1.93261752441406,TRUE
"TQQQ210917C00012500",2021-03-09 00:04:05,"Sep.17.2021","TQQQ","C",12.5,78.2,0,62.7,66.55,1,12,2021-03-03 11:25:06,1.45703396484375,TRUE
"TQQQ210917C00015000",2021-03-09 00:04:05,"Sep.17.2021","TQQQ","C",15,80.5,0,60.55,64.45,2,38,2021-03-02 10:06:17,1.46875265625,TRUE
